series_id,sender_celltype,receiver_celltype,ligand,receptor,pair,pathway,ipf_interaction_score,control_interaction_score,ipf_minus_control_interaction_score,interaction_log2_ratio
GSE136831,Lymphoid,Endothelial,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.027540502085124548,0.004190504855492935,0.023349997229631613,1.4035220285473384
GSE136831,Stromal,Stromal,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.023992359237964566,0.0006803388430158676,0.023312020394948698,1.6702530770270996
GSE136831,Myeloid,Stromal,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.039931904053721844,0.016940726692605164,0.02299117736111668,0.8901731557892376
GSE136831,Endothelial,Endothelial,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.027944412693617485,0.005242879941768324,0.022701532751849163,1.3157519579083996
GSE136831,Myeloid,Stromal,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.02790191959596523,0.005312094019594279,0.022589825576370952,1.30759932413814
GSE136831,Epithelial,Lymphoid,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.11905816638072766,0.0967234132351335,0.02233475314559416,0.2741447206274617
GSE135893,Immune,Immune,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.14542832202631703,0.12322276030725515,0.022205561719061878,0.22240883521727156
GSE136831,Lymphoid,Endothelial,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.026750289796253393,0.0045882695012902435,0.02216202029496315,1.3329468692943234
GSE135893,Immune,Endothelial,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.05826400898078631,0.03616974027778625,0.02209426870300006,0.5641775262227532
GSE135893,Endothelial,Immune,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.3643503099573362,0.3424914008384719,0.02185890911886429,0.08680088613436267
GSE136831,Stromal,Myeloid,CCL2,CCR2,CCL2-CCR2,monocyte recruitment,0.047871314307622,0.02619036542049278,0.021680948887129223,0.6772427344030484
GSE136831,Stromal,Endothelial,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.0660432361953668,0.04448742659265913,0.02155580960270767,0.48089657557701915
GSE136831,Myeloid,Endothelial,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.026081973613023914,0.004672634414583625,0.021409339198440288,1.2981503287687424
GSE135893,Immune,Mesenchymal,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.1549313910202147,0.13388205895887934,0.021049332061335357,0.19697930004131384
GSE135893,Epithelial,Mesenchymal,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.03733291554696125,0.01648411693722103,0.02084879860974022,0.837716384431373
GSE135893,Endothelial,Mesenchymal,COL14A1,ITGB1,COL14A1-ITGB1,collagen-integrin matrix remodeling,0.02083329000476525,0.0,0.02083329000476525,1.624488837557927
GSE136831,Stromal,Myeloid,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.027166946255097715,0.006495557064005846,0.02067138919109187,1.1719426577010523
GSE135893,Epithelial,Immune,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.035118089619757056,0.014780617473274778,0.02033747214648228,0.864493846342886
GSE136831,Myeloid,Stromal,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.03436375209693967,0.014151558558273148,0.02021219353866652,0.8772650950004615
GSE135893,Epithelial,Immune,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.03504301632221449,0.015171699673783937,0.019871316648430552,0.8395008060811346
GSE135893,Endothelial,Endothelial,COL14A1,ITGB1,COL14A1-ITGB1,collagen-integrin matrix remodeling,0.019698935096594383,0.0,0.019698935096594383,1.5704112017867886
GSE136831,Myeloid,Endothelial,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.032122323066491876,0.01244802130675258,0.019674301759739297,0.90799672046829
GSE136831,Myeloid,Endothelial,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.03449852049383774,0.014830989936150932,0.01966753055768681,0.841615590993538
GSE136831,Epithelial,Endothelial,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.022634352246888173,0.0039015609427591647,0.01873279130412901,1.2311445181255707
GSE136831,Lymphoid,Lymphoid,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.021269137717050114,0.0026951689372932556,0.01857396877975686,1.3004598424520963
GSE136831,Endothelial,Endothelial,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.06229329299886074,0.0440432605081313,0.018250032490729436,0.4197470903649629
GSE136831,Endothelial,Lymphoid,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.021581072130259452,0.003372015460736097,0.018209056669523355,1.2398432212585273
GSE136831,Stromal,Endothelial,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.020106190867103066,0.0022167425999934745,0.01788944826710959,1.3012005203979988
GSE136831,Myeloid,Lymphoid,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.0214410704055167,0.003647075304160332,0.017793995101356368,1.2040585334884275
GSE135893,Immune,Epithelial,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.02418021826677435,0.006442733059569497,0.01773748520720485,1.0557114905515725
GSE135893,Epithelial,Mesenchymal,WNT7B,FZD1,WNT7B-FZD1,Wnt/TNIK bridge,0.051394254404705415,0.033727178146711195,0.01766707625799422,0.4895733972253753
GSE135893,Epithelial,Epithelial,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.022056297481983022,0.004605241921846139,0.01745105556013688,1.13412154790605
GSE136831,Endothelial,Endothelial,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.02897072371727078,0.011908127856091359,0.017062595861179423,0.8309245186588633
GSE135893,Immune,Epithelial,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.022659925269247334,0.005713742776943711,0.016946182492303622,1.0554946400034706
GSE136831,Myeloid,Epithelial,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.023526195255812683,0.006641547384342578,0.016884647871470107,1.0104991810264543
GSE136831,Stromal,Endothelial,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.13555594814587157,0.11876944861397068,0.016786499531900895,0.17678345111349048
GSE136831,Myeloid,Lymphoid,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.026406628603959932,0.009715904790630708,0.016690723813329224,0.8848412284992443
GSE135893,Epithelial,Epithelial,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.055680522142180514,0.03925949892764137,0.016421023214539143,0.41506364351328856
GSE135893,Immune,Immune,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.023113441203453846,0.006716061197894372,0.016397380005559473,0.9861820002519825
GSE136831,Lymphoid,Endothelial,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.01912139394472731,0.0028610412194213066,0.016260352725306005,1.1790719674157808
GSE136831,Myeloid,Epithelial,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.019836692389093347,0.003720646208878888,0.01611604618021446,1.1207391808672462
GSE136831,Epithelial,Stromal,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.03812011853986701,0.022281033378337575,0.01583908516152943,0.5759534336617408
GSE136831,Lymphoid,Epithelial,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.017436106161056723,0.0017170728916194719,0.01571903326943725,1.22746353619872
GSE135893,Epithelial,Immune,CCL2,CCR2,CCL2-CCR2,monocyte recruitment,0.06924580268904945,0.05355293252418344,0.015692870164866014,0.3183758268237923
GSE135893,Endothelial,Endothelial,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.01623378505592526,0.0011892850321936592,0.015044500023731602,1.2293081225660543
GSE136831,Epithelial,Epithelial,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.058603404064427204,0.04364792946303024,0.014955474601396963,0.3547576725628228
GSE135893,Epithelial,Mesenchymal,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.198083511469146,0.18319099310774034,0.014892518361405649,0.10713481564488558
GSE135893,Endothelial,Epithelial,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.0659969708058215,0.051244195377611906,0.014752775428209589,0.3113688003616675
GSE136831,Myeloid,Epithelial,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.024430691133545734,0.009911899621006338,0.014518791512539396,0.790064278080239
GSE136831,Endothelial,Epithelial,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.018883407175937433,0.004456391135238098,0.014427016040699334,0.9985334913158879
GSE135893,Mesenchymal,Epithelial,IL1B,IL1R1,IL1B-IL1R1,inflammatory cytokine signaling,0.025077384458344922,0.010660855284361696,0.014416529173983226,0.7636411996085166
GSE136831,Lymphoid,Stromal,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.01790547267433589,0.0036216730699456623,0.014283799604390229,1.0346441715800487
GSE136831,Epithelial,Endothelial,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.1043389155068944,0.09030976553366148,0.01402914997323293,0.18885444704605983
GSE135893,Epithelial,Epithelial,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.0210399084329833,0.0072841294311214,0.013755779001861902,0.8446763620018468
GSE136831,Endothelial,Stromal,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.018168075380012454,0.004531195583551481,0.013636879796460975,0.9549075845745961
GSE136831,Epithelial,Myeloid,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.0209297557721968,0.007358182670296587,0.013571573101900214,0.8333795301472737
GSE135893,Epithelial,Endothelial,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.021176545492928675,0.007817248750286386,0.01335929674264229,0.8071864991686419
GSE135893,Immune,Mesenchymal,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.016969117832462886,0.003662935190758505,0.01330618264170438,0.981040882138736
GSE136831,Epithelial,Epithelial,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.014753296942553864,0.0014600852299389141,0.013293211712614949,1.111002919891753
GSE135893,Endothelial,Mesenchymal,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.04029254556299338,0.027210963821547474,0.013081581741445907,0.434616818458849
GSE135893,Epithelial,Mesenchymal,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.038462473417336274,0.025458259279127052,0.013004214138209222,0.4507463256017816
GSE136831,Myeloid,Epithelial,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.07586423344670268,0.06286417032342628,0.013000063123276395,0.23684773615876217
GSE135893,Endothelial,Mesenchymal,MIF,CXCR4,MIF-CXCR4,MIF inflammatory signaling,0.10189561524691651,0.0890380288869111,0.012857586360005405,0.17609899724025702
GSE136831,Stromal,Epithelial,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.013105416095431572,0.0008295739003727896,0.012275842195058782,1.093254590719796
GSE136831,Myeloid,Endothelial,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.06809659054268898,0.055963867823001584,0.012132722719687392,0.24358357173637532
GSE135893,Mesenchymal,Endothelial,IL1B,IL1R1,IL1B-IL1R1,inflammatory cytokine signaling,0.031565986185639966,0.019905249491092607,0.011660736694547359,0.47500468736373336
GSE135893,Endothelial,Epithelial,COL14A1,ITGB1,COL14A1-ITGB1,collagen-integrin matrix remodeling,0.011645215774202255,0.0,0.011645215774202255,1.1140481823853297
GSE135893,Endothelial,Endothelial,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.060996680399618655,0.049393832551986275,0.01160284784763238,0.25743844039345787
GSE135893,Endothelial,Endothelial,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.06642556735057031,0.0549947150257319,0.011430852324838411,0.23373294536128175
GSE136831,Lymphoid,Stromal,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.014009417160147173,0.00271002531022003,0.011299391849927143,0.9176334786261037
GSE136831,Epithelial,Stromal,WNT7B,FZD1,WNT7B-FZD1,Wnt/TNIK bridge,0.028082279366990894,0.0168160734413647,0.011266205925626195,0.506021826655322
GSE135893,Immune,Epithelial,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.1441692573925513,0.13299511909845493,0.011174138294096359,0.10854920493520219
GSE136831,Endothelial,Stromal,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.05624799933367024,0.045111887506253195,0.011136111827417042,0.2655133480021667
GSE135893,Endothelial,Immune,COL14A1,ITGB1,COL14A1-ITGB1,collagen-integrin matrix remodeling,0.01113145494093438,0.0,0.01113145494093438,1.0793921029949474
GSE135893,Epithelial,Immune,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.01323461288989356,0.0022392672622088194,0.010995345627684741,0.9247584187543848
GSE135893,Epithelial,Epithelial,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.01980145456729149,0.008874676426822487,0.010926778140469004,0.6589308361548376
GSE135893,Mesenchymal,Immune,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.020602680900278468,0.009784859215615244,0.010817821684663224,0.6292612440400437
GSE135893,Immune,Mesenchymal,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.024141378273621852,0.01335298865092568,0.010788389622696173,0.5479141066829758
GSE136831,Epithelial,Myeloid,CCL2,CCR2,CCL2-CCR2,monocyte recruitment,0.016572956423444675,0.005798040773937111,0.010774915649507564,0.7502130957198525
GSE136831,Lymphoid,Endothelial,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.013095631196558993,0.0023837977042985266,0.010711833492260465,0.8991661655190183
GSE136831,Myeloid,Myeloid,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.01323570553433215,0.0027885593590953506,0.0104471461752368,0.8614896991562409
GSE135893,Epithelial,Mesenchymal,WNT7B,LRP6,WNT7B-LRP6,Wnt/TNIK bridge,0.03631574700011372,0.026051911453057807,0.01026383554705591,0.361427029766555
GSE136831,Lymphoid,Stromal,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.011982177187309326,0.0017811451534314746,0.01020103203387785,0.8998545034963047
GSE135893,Immune,Endothelial,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.014225744030784571,0.004200002997626678,0.010025741033157894,0.7706497406670259
GSE136831,Myeloid,Endothelial,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.013718881001746858,0.0038764122548026903,0.009842468746944168,0.7734013412492309
GSE135893,Epithelial,Endothelial,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.012373684094081443,0.002720010952405465,0.009653673141675978,0.8147029200750665
GSE136831,Endothelial,Myeloid,CCL2,CCR2,CCL2-CCR2,monocyte recruitment,0.03877500540187465,0.029217404345468462,0.009557601056406191,0.3146479805578032
GSE136831,Endothelial,Lymphoid,COL14A1,ITGB1,COL14A1-ITGB1,collagen-integrin matrix remodeling,0.049874249054367444,0.04090397394810452,0.008970275106262922,0.2341573682609722
GSE136831,Lymphoid,Lymphoid,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.01076545642810918,0.0018605970350102719,0.008904859393098909,0.8080089491409609
GSE136831,Myeloid,Myeloid,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.016300975359259978,0.007428795672270973,0.008872179686989005,0.5936434193241886
GSE135893,Immune,Immune,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.026851797992275814,0.017997099802010603,0.008854698190265211,0.39645762261358125
GSE136831,Myeloid,Endothelial,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.012992056640214387,0.004538539489027028,0.008453517151187358,0.6612531745067578
GSE136831,Endothelial,Endothelial,COL14A1,ITGB1,COL14A1-ITGB1,collagen-integrin matrix remodeling,0.06066949192381268,0.05240618863699307,0.00826330328681961,0.17939843284892484
GSE136831,Lymphoid,Epithelial,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.00940238106150822,0.0012864844995172083,0.008115896561991012,0.7816375237274893
GSE136831,Lymphoid,Epithelial,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.009959906084616168,0.0018981300705980533,0.008061776014018114,0.7463700774619338
GSE136831,Lymphoid,Epithelial,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.0098572341089563,0.0018014982968872996,0.008055735812069,0.7506946523767011
GSE135893,Epithelial,Endothelial,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.020938252611258038,0.012960791695859118,0.00797746091539892,0.43021932836371535
GSE136831,Endothelial,Epithelial,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.009540276930076554,0.0016095635276674133,0.007930713402409141,0.751137179952624
GSE135893,Mesenchymal,Epithelial,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.008139145676149357,0.0002781813370937823,0.007860964339055575,0.8195214980808364
GSE135893,Epithelial,Mesenchymal,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.013152483027037956,0.005340518695755934,0.007811964331282023,0.593819661771204
GSE136831,Epithelial,Lymphoid,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.01368743536974309,0.005955472250384577,0.007731963119358513,0.5700706967854906
GSE135893,Epithelial,Mesenchymal,IL1B,IL1R1,IL1B-IL1R1,inflammatory cytokine signaling,0.008729992052692708,0.0013335902427255176,0.007396401809967191,0.7247453384636112
GSE135893,Immune,Epithelial,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.009781719280225663,0.002527202567950325,0.0072545167122753385,0.6591035354740515
GSE136831,Myeloid,Lymphoid,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.010033580399309034,0.0029190112106589053,0.007114569188650129,0.6329246285670568
GSE135893,Epithelial,Mesenchymal,MIF,CXCR4,MIF-CXCR4,MIF inflammatory signaling,0.11410323970905369,0.10716385761680348,0.006939382092250201,0.08301317763729954
GSE135893,Immune,Endothelial,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.022826900774944075,0.015938115897916792,0.006888784877027283,0.3398048614594793
GSE136831,Lymphoid,Myeloid,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.007960966197356792,0.0013166266195837825,0.00664433957777301,0.666420992542993
GSE135893,Epithelial,Mesenchymal,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.03215548082481076,0.02558904230856173,0.0065664385162490305,0.24428710383289753
GSE136831,Myeloid,Stromal,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.01005122991971443,0.003671801458871408,0.006379428460843021,0.5524873811298907
GSE136831,Myeloid,Stromal,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.008596761483483298,0.002413265790606375,0.006183495692876923,0.5831686841159632
GSE136831,Myeloid,Endothelial,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.00939562285823293,0.0032297971001558627,0.006165825758077068,0.5519401705916515
GSE135893,Endothelial,Epithelial,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.006250905692669011,0.00014147580411884642,0.006109429888550164,0.6802525134560413
GSE135893,Epithelial,Endothelial,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.007337570662881525,0.0012526407826912844,0.00608492988019024,0.6236381480553506
GSE135893,Immune,Epithelial,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.013494342901128956,0.0075585804763510815,0.005935762424777874,0.4201372035604449
GSE135893,Endothelial,Mesenchymal,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.006512191314098291,0.0006025968818111541,0.005909594432287137,0.6391139256720143
GSE135893,Endothelial,Immune,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.005945944133858712,0.0003498571486362931,0.005596086985222419,0.6235786643682124
GSE135893,Mesenchymal,Epithelial,WNT5A,FZD5,WNT5A-FZD5,Wnt/TNIK bridge,0.02214226216971259,0.01659958785022448,0.0055426743194881105,0.273067577414261
GSE135893,Immune,Mesenchymal,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.021176716846571658,0.015801802199847708,0.00537491464672395,0.272997170619565
GSE136831,Endothelial,Stromal,COL14A1,ITGB1,COL14A1-ITGB1,collagen-integrin matrix remodeling,0.06490288314458663,0.059578083057265536,0.005324800087321092,0.10638831976207765
GSE136831,Stromal,Myeloid,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.01458919352201748,0.009309903852111199,0.005279289669906281,0.3486834372651914
GSE136831,Lymphoid,Myeloid,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.006645582917748108,0.0014226153404522251,0.005222967577295883,0.5432463833193292
GSE135893,Epithelial,Epithelial,WNT7B,FZD1,WNT7B-FZD1,Wnt/TNIK bridge,0.015289556176638788,0.010075337127710294,0.005214219048928494,0.3331175030928632
GSE136831,Myeloid,Lymphoid,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.007723810099495694,0.0025209147980126637,0.00520289530148303,0.5013488026429483
GSE136831,Myeloid,Lymphoid,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.030435374030584744,0.025253178609988006,0.0051821954205967385,0.19786461229971375
GSE136831,Epithelial,Endothelial,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.008487504121950176,0.003307890594530172,0.005179613527420003,0.4742685581406407
GSE136831,Myeloid,Myeloid,CCL2,CCR2,CCL2-CCR2,monocyte recruitment,0.008255511017724778,0.0031639415924040876,0.005091569425320691,0.47174052356496327
GSE135893,Immune,Immune,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.01289900272128919,0.00787924760796709,0.005019755113322099,0.35699874210649535
GSE135893,Epithelial,Endothelial,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.010969919740856711,0.006300025091525144,0.004669894649331567,0.3634471544737563
GSE135893,Immune,Immune,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.005869401615440841,0.0012288348954125352,0.0046405667200283066,0.49903948838709106
GSE136831,Myeloid,Epithelial,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.007072194743648446,0.0024408421757980132,0.004631352567850433,0.4565643870842787
GSE136831,Myeloid,Epithelial,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.007145858024702303,0.0025717681440339596,0.004574089880668344,0.4476725319462101
GSE136831,Myeloid,Stromal,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.00844679281575018,0.003922464431164731,0.00452432838458545,0.4059554023134811
GSE136831,Endothelial,Epithelial,COL14A1,ITGB1,COL14A1-ITGB1,collagen-integrin matrix remodeling,0.04614229224180727,0.04172911248212751,0.00441317975967976,0.11811152966477184
GSE136831,Epithelial,Stromal,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.007140517867472007,0.002775186122947397,0.0043653317445246104,0.4240663882563708
GSE136831,Lymphoid,Lymphoid,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.004954351872730592,0.0007955693482453056,0.0041587825244852866,0.47012605310720246
GSE135893,Epithelial,Epithelial,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.05180989744557706,0.04765646703467423,0.004153430410902832,0.10035543457099298
GSE135893,Epithelial,Epithelial,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.006429008337723988,0.0023273254141717133,0.004101682923552274,0.41438558039385204
GSE136831,Epithelial,Epithelial,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.005756595549096222,0.0016859183669201939,0.004070677182176029,0.431184736020736
GSE136831,Myeloid,Myeloid,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.0057116938355105135,0.0017838916575226205,0.003927802177987893,0.4150226508532406
GSE135893,Epithelial,Endothelial,IL1B,IL1R1,IL1B-IL1R1,inflammatory cytokine signaling,0.0047700479136682,0.0009223747595628408,0.003847673154105359,0.43538794283432775
GSE136831,Lymphoid,Myeloid,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.004335610289988877,0.0006000412193236623,0.0037355690706652143,0.4355334488704901
GSE136831,Endothelial,Myeloid,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.004399196603157928,0.0007507315183998695,0.0036484650847580587,0.4215534900688785
GSE135893,Endothelial,Immune,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.02811118851828561,0.024577056047810374,0.0035341324704752375,0.14039955950510066
GSE136831,Myeloid,Lymphoid,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.007050852833967851,0.003539671409170776,0.003511181424797075,0.3326511735155635
GSE135893,Epithelial,Immune,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.004951567823134221,0.0014756037646839158,0.003475964058450305,0.3817267135326625
GSE136831,Epithelial,Myeloid,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.004193874912971985,0.0007841956131950645,0.00340967929977692,0.3963499266656694
GSE135893,Epithelial,Mesenchymal,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.0049429116989522974,0.0015565580983718681,0.003386353600580429,0.37074950919940985
GSE136831,Myeloid,Stromal,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.3676606826044676,0.3642838488100704,0.0033768337943971827,0.012957801848153365
GSE135893,Immune,Mesenchymal,COL14A1,ITGB1,COL14A1-ITGB1,collagen-integrin matrix remodeling,0.010759070737106169,0.0073911215054417705,0.003367949231664398,0.25539089300568935
GSE136831,Myeloid,Myeloid,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.015042787041477098,0.01171158389077011,0.003331203150706988,0.2059301540110588
GSE136831,Endothelial,Epithelial,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.00727708718023504,0.003946686317353985,0.0033304008628810555,0.30893762412739145
GSE135893,Epithelial,Epithelial,IL1B,IL1R1,IL1B-IL1R1,inflammatory cytokine signaling,0.0037895323375070522,0.0004940055553710926,0.0032955267821359597,0.3940080708378213
GSE136831,Stromal,Stromal,CCL2,CCR2,CCL2-CCR2,monocyte recruitment,0.0032338661430822927,0.0,0.0032338661430822927,0.4042345922774324
